order_id,order_date,sales_date,order_amount,order_status,order_deleted,contract_id,product_id
43,2020-09-24,2020-10-01,8,activated,False,4392,38
44,2020-04-30,2020-05-23,2,activated,False,52,32
45,2020-12-14,2020-12-30,5,completed,False,4560,32
46,2020-01-26,2020-02-20,8,activated,False,700,58
47,2020-08-02,2020-08-15,3,activated,False,2763,39
48,2020-11-30,2020-12-28,6,completed,False,2059,69
49,2020-04-25,2020-05-18,8,activated,False,571,40
50,2020-04-19,2020-05-01,10,activated,False,4845,16
51,2020-01-19,2020-01-31,3,activated,False,3410,43
52,2020-10-03,2020-10-23,1,activated,False,2176,28
53,2020-12-15,2021-01-02,3,activated,False,171,10
54,2020-12-12,2021-01-10,5,activated,False,3281,59
55,2020-10-13,2020-10-24,6,activated,False,172,23
56,2020-11-26,2020-12-23,7,activated,False,2235,11
57,2020-03-08,2020-03-28,3,activated,False,1195,59
58,2020-11-27,2020-12-18,7,activated,False,3685,41
59,2020-11-29,2020-11-30,5,activated,False,3217,5
60,2020-02-01,2020-02-23,6,completed,False,3543,62
61,2020-07-09,2020-07-30,1,completed,False,2683,22
62,2020-04-20,2020-05-06,2,activated,False,624,33
63,2020-12-13,2021-01-12,1,activated,False,2207,37
64,2020-10-04,2020-10-24,3,activated,False,3407,91
65,2020-08-31,2020-09-18,9,activated,False,1632,101
66,2020-04-08,2020-04-09,6,activated,False,3280,24
67,2020-11-05,2020-12-04,9,activated,False,2038,99
68,2020-06-18,2020-07-09,10,activated,False,4563,1
69,2020-04-21,2020-04-23,9,completed,False,1567,37
70,2020-09-23,2020-09-30,1,activated,False,582,50
71,2020-03-09,2020-03-26,10,activated,False,3171,51
72,2020-06-11,2020-06-17,3,activated,False,1616,91
73,2020-04-23,2020-04-27,3,activated,False,455,78
74,2020-09-23,2020-09-30,6,activated,False,3549,63
75,2020-08-11,2020-09-02,7,activated,False,1955,91
76,2020-08-27,2020-09-22,9,activated,False,2723,13
77,2020-04-08,2020-05-05,8,activated,False,3229,36
78,2020-10-26,2020-11-24,6,none,False,3711,6
79,2020-05-11,2020-06-06,4,activated,False,1242,78
80,2020-06-20,2020-07-14,6,activated,False,2945,43
81,2020-09-29,2020-10-13,5,completed,False,4186,101
82,2020-07-25,2020-08-05,7,completed,False,2018,47
83,2020-04-11,2020-05-10,4,completed,False,4656,46
84,2020-10-11,2020-10-13,7,activated,False,3066,24
85,2020-05-06,2020-05-17,9,activated,False,3917,73
86,2020-05-02,2020-05-05,7,activated,False,3021,82
87,2020-04-05,2020-04-21,10,activated,False,1415,89
88,2020-10-27,2020-11-09,6,activated,False,3414,101
89,2020-09-25,2020-10-08,9,activated,False,2441,10
90,2020-02-19,2020-03-16,2,completed,False,2963,32
91,2020-01-19,2020-02-10,2,activated,False,3336,52
92,2020-06-11,2020-06-27,4,activated,False,3843,37
93,2020-11-12,2020-11-13,10,activated,False,64,94
94,2020-05-01,2020-05-13,6,activated,False,568,94
95,2020-09-08,2020-10-01,2,activated,False,2283,52
96,2020-02-12,2020-03-04,6,activated,False,3914,89
97,2020-07-23,2020-08-03,7,activated,False,1050,52
98,2020-06-12,2020-07-11,8,activated,False,1890,51
99,2020-09-15,2020-10-15,4,completed,False,3715,19
100,2020-10-29,2020-11-27,3,activated,False,1520,14
101,2020-09-15,2020-10-08,9,activated,False,4211,95
102,2020-04-05,2020-04-17,10,cancelled,False,2190,18
103,2020-02-26,2020-03-06,2,completed,False,2797,91
104,2020-03-25,2020-04-05,4,activated,False,1027,31
105,2020-07-28,2020-08-08,1,activated,False,2099,60
106,2020-12-12,2021-01-02,1,activated,False,4135,98
107,2020-12-21,2020-12-31,1,activated,False,3819,27
108,2020-09-21,2020-09-22,8,draft,False,742,9
109,2020-10-12,2020-10-21,2,completed,False,483,13
110,2020-10-24,2020-11-14,7,activated,False,2354,30
111,2020-01-13,2020-01-22,2,completed,False,1748,15
112,2020-04-12,2020-04-28,10,activated,False,2002,74
113,2020-10-28,2020-11-27,3,activated,False,4282,75
114,2020-07-08,2020-08-06,3,activated,False,3928,17
115,2020-08-28,2020-09-04,2,activated,False,2338,3
116,2020-11-19,2020-11-20,7,activated,False,1465,78
117,2020-01-29,2020-02-01,3,activated,False,2951,4
118,2020-12-17,2020-12-22,6,activated,False,269,97
119,2020-06-14,2020-07-07,3,activated,False,3793,7
120,2020-01-15,2020-01-21,3,activated,False,528,41
121,2020-03-08,2020-03-24,6,completed,False,2214,68
122,2020-03-19,2020-04-04,6,activated,False,393,51
123,2020-01-14,2020-01-30,10,activated,False,1616,28
124,2020-09-19,2020-09-29,3,activated,False,3223,8
125,2020-08-20,2020-08-29,10,activated,False,2182,66
126,2020-12-08,2020-12-22,1,activated,False,2630,10
127,2020-08-19,2020-09-16,2,activated,False,4587,40
128,2020-10-25,2020-11-06,8,activated,False,4675,59
129,2020-06-29,2020-07-05,4,activated,False,3271,4
130,2020-04-17,2020-04-28,10,activated,False,3975,29
131,2020-10-31,2020-11-18,9,activated,False,4395,37
132,2020-08-04,2020-08-17,6,activated,False,1568,33
133,2020-02-20,2020-03-18,3,activated,False,820,94
134,2020-03-21,2020-04-08,2,activated,False,36,50
135,2020-12-28,2021-01-07,3,activated,False,3208,93
136,2020-02-14,2020-03-03,3,activated,False,4677,16
137,2020-11-17,2020-12-16,1,draft,False,2159,33
138,2020-04-29,2020-05-03,7,activated,False,1460,69
139,2020-09-17,2020-09-28,3,activated,False,2054,19
140,2020-11-25,2020-12-04,3,activated,False,3577,73
141,2020-03-29,2020-04-14,10,activated,False,117,92
142,2020-03-01,2020-03-06,1,activated,False,861,38
143,2020-10-29,2020-11-01,4,activated,False,2453,19
144,2020-10-08,2020-10-15,5,activated,False,776,63
145,2020-08-22,2020-09-11,8,activated,False,3452,98
146,2020-02-08,2020-02-25,10,activated,False,4811,40
147,2020-03-25,2020-04-08,4,activated,False,4160,73
148,2020-01-22,2020-02-07,3,activated,False,1964,4
149,2020-04-04,2020-04-15,4,activated,False,834,21
150,2020-05-12,2020-06-10,7,activated,False,4069,7
151,2020-01-25,2020-01-31,2,activated,False,795,95
152,2020-08-03,2020-08-12,7,activated,False,1956,39
153,2020-11-23,2020-12-11,6,completed,False,4761,17
154,2020-11-13,2020-12-07,6,completed,False,3431,61
155,2020-11-30,2020-12-15,4,completed,False,2008,81
156,2020-11-02,2020-11-20,4,activated,False,1966,70
157,2020-06-01,2020-06-13,7,activated,False,3207,31
158,2020-08-25,2020-09-03,9,activated,False,1146,31
159,2020-09-15,2020-10-11,2,activated,False,4594,55
160,2020-05-22,2020-06-04,6,activated,False,4474,101
161,2020-05-05,2020-05-11,6,activated,False,1266,25
162,2020-09-09,2020-10-02,10,activated,False,2906,97
163,2020-09-27,2020-09-28,3,activated,False,1228,23
164,2020-01-11,2020-01-23,10,activated,False,4397,71
165,2020-03-17,2020-04-08,3,completed,False,4943,56
166,2020-11-27,2020-12-27,8,activated,False,4069,25
167,2020-02-27,2020-03-07,10,activated,False,3742,86
168,2020-08-09,2020-09-01,1,activated,False,2376,91
169,2020-08-10,2020-08-27,4,activated,False,1298,40
170,2020-02-22,2020-02-26,1,activated,False,2346,59
171,2020-04-26,2020-05-24,7,activated,False,1003,54
172,2020-04-08,2020-04-24,3,activated,False,2047,71
173,2020-03-11,2020-03-20,8,activated,False,4336,62
174,2020-07-15,2020-07-24,2,activated,False,3797,7
175,2020-01-30,2020-02-12,10,activated,False,4276,7
176,2020-04-21,2020-05-02,5,activated,False,1791,20
177,2020-05-11,2020-05-29,5,activated,False,264,94
178,2020-04-07,2020-05-06,10,activated,False,838,44
179,2020-12-27,2021-01-23,4,activated,False,4016,87
180,2020-09-18,2020-10-11,10,draft,False,4096,5
181,2020-10-30,2020-11-29,5,activated,False,4566,6
182,2020-11-25,2020-12-22,8,activated,False,4698,68
183,2020-07-18,2020-08-17,10,activated,False,3839,90
184,2020-06-20,2020-07-20,3,draft,False,2647,35
185,2020-10-02,2020-10-06,8,activated,False,868,70
186,2020-01-27,2020-02-04,4,activated,False,2053,32
187,2020-04-22,2020-05-17,10,none,False,4051,88
188,2020-04-07,2020-05-07,3,activated,False,1084,80
189,2020-12-06,2020-12-12,9,activated,False,4417,27
190,2020-08-07,2020-08-10,4,draft,False,4708,3
191,2020-10-20,2020-10-31,10,none,False,3789,11
192,2020-09-14,2020-10-10,6,activated,False,2510,47
193,2020-12-26,2021-01-20,2,activated,False,3362,87
194,2020-10-19,2020-10-28,1,completed,False,435,24
195,2020-09-06,2020-09-17,2,activated,False,4534,64
196,2020-04-08,2020-04-09,3,cancelled,False,4865,1
197,2020-10-24,2020-11-21,4,activated,False,2759,4
198,2020-10-15,2020-10-24,6,activated,False,3997,48
199,2020-07-10,2020-08-08,7,activated,False,130,8
200,2020-11-03,2020-11-26,4,activated,False,3618,6
201,2020-11-14,2020-11-21,8,activated,False,4413,72
202,2020-12-03,2020-12-25,6,activated,False,1632,20
203,2020-11-11,2020-11-16,10,activated,False,2440,36
204,2020-03-29,2020-04-14,4,activated,False,2198,97
205,2020-12-26,2020-12-29,5,activated,False,1886,48
206,2020-08-05,2020-08-08,7,completed,False,404,82
207,2020-01-04,2020-02-01,4,activated,False,1364,75
208,2020-12-20,2020-12-25,6,activated,False,3663,53
209,2020-01-28,2020-02-15,6,activated,False,3447,34
210,2020-12-15,2021-01-02,6,activated,False,2421,24
211,2020-12-29,2021-01-13,10,activated,False,2615,81
212,2020-04-05,2020-04-27,9,activated,False,3611,52
213,2020-12-06,2020-12-26,7,activated,False,868,18
214,2020-03-26,2020-04-15,1,activated,False,1746,58
215,2020-06-30,2020-07-18,8,activated,False,2685,74
216,2020-06-15,2020-07-12,7,activated,False,2362,28
217,2020-08-03,2020-08-05,5,activated,False,3794,79
218,2020-11-06,2020-11-11,8,activated,False,4307,1
219,2020-09-30,2020-10-29,10,activated,False,1042,21
220,2020-06-30,2020-07-16,8,activated,False,4946,20
221,2020-02-25,2020-03-25,7,activated,False,2711,45
222,2020-06-14,2020-07-07,2,activated,False,4745,77
223,2020-12-24,2021-01-15,5,activated,False,1461,44
224,2020-04-24,2020-05-22,8,activated,False,3189,58
225,2020-01-23,2020-01-26,5,activated,False,2963,7
226,2020-06-25,2020-07-09,4,activated,False,1079,93
227,2020-12-20,2021-01-09,6,activated,False,1756,72
228,2020-06-17,2020-07-04,1,activated,False,2097,21
229,2020-07-23,2020-08-09,2,completed,False,4197,88
230,2020-08-06,2020-08-22,7,activated,False,2483,22
231,2020-11-22,2020-11-23,3,activated,False,386,54
232,2020-08-04,2020-08-30,2,activated,False,947,61
233,2020-01-25,2020-02-23,9,activated,False,1725,76
234,2020-05-29,2020-06-23,10,completed,False,1764,96
235,2020-09-09,2020-09-14,7,activated,False,4944,61
236,2020-11-22,2020-11-24,10,activated,False,742,84
237,2020-08-24,2020-09-14,10,activated,False,3872,46
238,2020-06-08,2020-06-26,8,activated,False,1812,64
239,2020-12-11,2021-01-02,7,activated,False,4941,18
240,2020-12-16,2021-01-03,10,activated,False,2277,13
241,2020-03-04,2020-03-15,3,activated,False,4895,62
242,2020-02-15,2020-02-29,10,activated,False,3225,89
243,2020-04-07,2020-04-18,6,activated,False,4642,71
244,2020-03-15,2020-04-12,10,activated,False,3429,86
245,2020-11-09,2020-11-13,4,activated,False,3742,33
246,2020-03-26,2020-04-18,8,activated,False,1890,82
247,2020-03-15,2020-03-19,5,completed,False,4561,84
248,2020-05-14,2020-06-13,8,activated,False,3429,47
249,2020-08-29,2020-09-24,2,activated,False,219,6
250,2020-08-11,2020-08-19,6,completed,False,4986,25
251,2020-03-24,2020-04-19,10,activated,False,2899,80
252,2020-10-04,2020-10-06,1,activated,False,229,69
253,2020-05-24,2020-06-07,6,activated,False,1365,17
254,2020-02-11,2020-02-24,3,activated,False,3914,91
255,2020-12-03,2020-12-22,1,activated,False,2829,2
256,2020-03-01,2020-03-23,9,activated,False,379,35
257,2020-05-12,2020-05-24,10,activated,False,2429,40
258,2020-06-14,2020-06-16,3,activated,False,3336,87
259,2020-12-10,2021-01-04,1,activated,False,4685,20
260,2020-09-27,2020-10-16,1,activated,False,1731,40
261,2020-03-17,2020-03-29,4,activated,False,1962,55
262,2020-10-23,2020-11-20,2,activated,False,1967,89
263,2020-07-25,2020-08-01,4,activated,False,4654,53
264,2020-05-04,2020-05-05,4,activated,False,2867,99
265,2020-02-26,2020-03-25,6,activated,False,3618,75
266,2020-04-12,2020-05-07,4,activated,False,2363,75
267,2020-10-21,2020-11-11,8,activated,False,1750,51
268,2020-11-07,2020-11-24,3,activated,False,2438,79
269,2020-08-01,2020-08-21,8,activated,False,1689,71
270,2020-02-27,2020-03-05,2,activated,False,3656,93
271,2020-03-02,2020-03-07,3,completed,False,1980,8
272,2020-03-24,2020-04-23,9,draft,False,397,49
273,2020-08-19,2020-09-17,2,completed,False,1813,70
274,2020-11-26,2020-11-29,7,activated,False,3077,37
275,2020-09-18,2020-09-27,6,activated,False,833,80
276,2020-03-27,2020-04-25,7,activated,False,906,25
277,2020-07-10,2020-07-21,3,activated,False,1626,42
278,2020-06-25,2020-07-25,2,activated,False,3535,61
279,2020-05-08,2020-05-13,6,activated,False,2556,69
280,2020-04-10,2020-04-12,10,activated,False,2371,38
281,2020-12-30,2021-01-12,9,activated,False,3458,74
282,2020-10-23,2020-11-14,7,activated,False,290,89
283,2020-04-13,2020-04-21,3,none,False,26,96
284,2020-09-20,2020-10-01,3,activated,False,3177,70
285,2020-02-12,2020-02-26,7,activated,False,3854,25
286,2020-09-12,2020-09-26,5,activated,False,3728,7
287,2020-05-13,2020-06-12,6,activated,False,3058,10
288,2020-08-15,2020-09-12,5,activated,False,4556,22
289,2020-07-30,2020-08-14,2,activated,False,3025,99
290,2020-03-15,2020-04-02,10,activated,False,1566,49
291,2020-05-15,2020-05-27,8,completed,False,2937,43
292,2020-03-17,2020-04-03,10,activated,False,4569,3
293,2020-05-09,2020-06-07,2,activated,False,4858,38
294,2020-08-09,2020-08-16,3,activated,False,1922,38
295,2020-06-25,2020-07-08,8,activated,False,391,4
296,2020-10-05,2020-10-14,1,activated,False,2554,5
297,2020-01-09,2020-02-02,10,activated,False,1126,63
298,2020-04-07,2020-05-04,6,activated,False,1690,61
299,2020-12-19,2021-01-01,7,activated,False,2791,25
300,2020-09-05,2020-09-06,10,activated,False,2906,34
301,2020-06-24,2020-06-29,7,completed,False,3427,21
302,2020-01-28,2020-02-17,3,completed,False,866,41
303,2020-06-19,2020-07-11,8,activated,False,1250,56
304,2020-08-12,2020-09-05,4,activated,False,2611,94
305,2020-08-07,2020-08-18,5,activated,False,1450,41
306,2020-10-26,2020-11-08,9,activated,False,338,68
307,2020-08-25,2020-09-01,10,activated,False,2767,14
308,2020-06-14,2020-07-02,9,activated,False,3934,10
309,2020-08-09,2020-08-28,5,activated,False,3581,22
310,2020-10-09,2020-11-08,1,activated,False,4163,29
311,2020-09-20,2020-10-08,6,activated,False,3822,88
312,2020-07-24,2020-08-05,7,activated,False,1100,35
313,2020-01-30,2020-02-07,8,activated,False,3575,43
314,2020-03-05,2020-04-03,10,activated,False,2340,52
315,2020-01-07,2020-01-14,7,activated,False,1791,65
316,2020-11-07,2020-11-17,1,activated,False,1599,88
317,2020-10-25,2020-10-30,2,draft,False,4676,51
318,2020-09-26,2020-10-15,8,completed,False,1942,32
319,2020-11-21,2020-11-26,4,activated,False,182,87
320,2020-03-14,2020-03-23,8,activated,False,328,15
321,2020-02-15,2020-03-09,3,activated,False,4538,14
322,2020-07-19,2020-08-13,1,activated,False,2769,18
323,2020-03-11,2020-04-01,10,activated,False,2257,89
324,2020-04-27,2020-05-25,3,activated,False,3456,98
325,2020-07-28,2020-08-17,7,activated,False,1386,60
326,2020-06-03,2020-06-13,6,activated,False,375,36
327,2020-10-06,2020-10-09,8,activated,False,27,71
328,2020-10-25,2020-11-07,7,activated,False,4395,56
329,2020-07-03,2020-07-13,8,completed,False,2373,19
330,2020-08-15,2020-08-25,7,activated,False,3281,25
331,2020-05-28,2020-06-23,9,activated,False,3688,52
332,2020-06-07,2020-06-26,8,activated,False,4782,96
333,2020-10-16,2020-11-02,1,activated,False,1071,18
334,2020-02-07,2020-02-17,8,activated,False,4239,44
335,2020-10-30,2020-11-14,7,activated,False,3616,64
336,2020-12-13,2020-12-31,8,activated,False,376,50
337,2020-12-20,2021-01-11,9,activated,False,4245,73
338,2020-05-12,2020-06-10,8,activated,False,1047,44
339,2020-06-26,2020-07-25,7,completed,False,3332,32
340,2020-01-19,2020-02-18,3,activated,False,190,71
341,2020-01-31,2020-02-06,3,activated,False,1646,67
342,2020-02-03,2020-02-12,6,cancelled,False,452,79
343,2020-02-17,2020-03-06,1,activated,False,2314,98
344,2020-10-30,2020-11-29,6,activated,False,679,13
345,2020-06-14,2020-06-25,2,activated,False,1230,77
346,2020-07-25,2020-08-06,6,activated,False,4582,43
347,2020-02-17,2020-03-08,9,activated,False,3061,52
348,2020-08-29,2020-09-17,5,activated,False,1569,100
349,2020-09-23,2020-10-19,7,cancelled,False,4028,60
350,2020-05-18,2020-05-27,3,activated,False,2917,70
351,2020-02-07,2020-03-02,3,activated,False,1725,3
352,2020-09-05,2020-09-24,6,activated,False,3662,87
353,2020-05-24,2020-06-13,1,activated,False,4445,39
354,2020-10-02,2020-10-09,2,draft,False,4129,64
355,2020-05-02,2020-05-13,7,completed,False,303,79
356,2020-08-27,2020-09-23,8,activated,False,3315,42
357,2020-07-09,2020-07-18,4,activated,False,2527,99
358,2020-10-07,2020-10-27,2,completed,False,2249,15
359,2020-05-30,2020-06-02,2,activated,False,4399,32
360,2020-02-18,2020-03-08,9,activated,False,3106,9
361,2020-09-12,2020-10-07,7,activated,False,2493,99
362,2020-01-03,2020-01-14,10,completed,False,3144,78
363,2020-11-19,2020-12-10,5,completed,False,4621,25
364,2020-10-18,2020-10-24,2,cancelled,False,1199,31
365,2020-11-28,2020-12-21,8,activated,False,2262,66
366,2020-05-21,2020-05-31,10,activated,False,4176,79
367,2020-08-01,2020-08-06,3,activated,False,2237,42
368,2020-12-26,2021-01-03,1,activated,False,2646,75
369,2020-10-06,2020-10-26,5,activated,False,856,76
370,2020-12-16,2020-12-24,6,activated,False,439,60
371,2020-06-14,2020-06-24,7,activated,False,2842,19
372,2020-03-15,2020-03-26,10,activated,False,769,76
373,2020-01-12,2020-02-02,9,activated,False,3802,53
374,2020-10-06,2020-10-13,8,draft,False,4182,73
375,2020-11-27,2020-12-12,4,activated,False,4332,87
376,2020-11-09,2020-11-18,2,activated,False,4892,38
377,2020-07-30,2020-08-10,3,activated,False,2172,57
378,2020-10-05,2020-10-13,1,activated,False,3823,37
379,2020-01-05,2020-01-23,1,activated,False,3164,90
380,2020-02-19,2020-03-02,8,completed,False,1473,88
381,2020-08-02,2020-08-18,3,draft,False,1276,37
382,2020-06-03,2020-07-01,8,activated,False,2587,70
383,2020-11-09,2020-11-22,4,activated,False,1148,90
384,2020-07-31,2020-08-12,7,activated,False,2454,18
385,2020-09-26,2020-10-10,2,activated,False,3016,56
386,2020-09-04,2020-09-13,8,cancelled,False,3453,57
387,2020-08-06,2020-09-03,5,completed,False,4373,39
388,2020-06-19,2020-06-28,6,activated,False,2025,27
389,2020-02-13,2020-02-24,4,activated,False,1180,25
390,2020-07-27,2020-08-24,2,activated,False,4626,80
391,2020-05-29,2020-05-30,10,activated,False,349,18
392,2020-03-02,2020-03-26,9,activated,False,924,56
393,2020-06-16,2020-06-30,8,activated,False,2767,96
394,2020-12-15,2020-12-24,3,activated,False,2159,80
395,2020-09-26,2020-10-12,7,draft,False,2452,43
396,2020-08-17,2020-09-09,2,activated,False,156,62
397,2020-06-22,2020-07-04,4,activated,False,2650,48
398,2020-10-21,2020-10-25,6,activated,False,2419,32
399,2020-12-11,2021-01-05,7,activated,False,4962,2
400,2020-05-03,2020-05-28,1,activated,False,963,36
401,2020-07-14,2020-08-10,9,completed,False,2949,17
402,2020-06-19,2020-07-10,3,cancelled,False,2022,34
403,2020-01-14,2020-02-08,7,activated,False,3565,87
404,2020-02-17,2020-03-06,10,activated,False,4910,14
405,2020-07-16,2020-07-19,4,activated,False,1623,49
406,2020-04-29,2020-05-08,4,activated,False,980,34
407,2020-05-12,2020-06-11,3,activated,False,2060,17
408,2020-11-02,2020-11-27,9,cancelled,False,887,9
409,2020-05-25,2020-06-13,8,activated,False,2411,1
410,2020-08-12,2020-09-06,2,activated,False,1425,73
411,2020-09-06,2020-10-02,3,activated,False,4716,84
412,2020-07-25,2020-08-17,1,activated,False,965,69
413,2020-07-28,2020-08-21,6,activated,False,1181,73
414,2020-08-14,2020-09-01,3,activated,False,4334,21
415,2020-02-04,2020-03-02,3,activated,False,1521,89
416,2020-11-12,2020-12-07,10,activated,False,1502,45
417,2020-08-18,2020-09-09,2,activated,False,3122,47
418,2020-01-09,2020-01-28,8,activated,False,2661,34
419,2020-10-11,2020-10-16,10,activated,False,3806,4
420,2020-04-24,2020-04-26,3,activated,False,820,46
421,2020-04-09,2020-05-09,1,activated,False,3523,45
422,2020-08-21,2020-09-03,2,activated,False,2891,16
423,2020-01-14,2020-01-17,10,activated,False,168,5
424,2020-08-28,2020-09-03,4,activated,False,2064,30
425,2020-04-15,2020-05-01,1,activated,False,2074,70
426,2020-12-29,2021-01-08,7,activated,False,1951,72
427,2020-07-23,2020-08-03,4,activated,False,3323,95
428,2020-03-24,2020-04-05,6,activated,False,2415,56
429,2020-03-24,2020-03-26,4,activated,False,1633,59
430,2020-05-20,2020-06-10,8,activated,False,3800,78
431,2020-11-17,2020-11-29,5,activated,False,3586,90
432,2020-02-29,2020-03-13,7,activated,False,2749,98
433,2020-08-20,2020-08-25,6,activated,False,3928,56
434,2020-07-12,2020-08-03,2,activated,False,2807,94
435,2020-02-29,2020-03-08,7,activated,False,1155,94
436,2020-12-20,2020-12-26,8,activated,False,3968,69
437,2020-09-04,2020-09-05,6,cancelled,False,3077,69
438,2020-12-16,2020-12-22,1,activated,False,834,25
439,2020-02-06,2020-02-13,3,activated,False,1173,80
440,2020-12-06,2020-12-14,6,activated,False,4069,96
441,2020-12-27,2021-01-22,4,completed,False,1875,9
442,2020-04-23,2020-05-20,8,activated,False,423,75
443,2020-04-03,2020-04-16,8,activated,False,4501,42
444,2020-10-10,2020-10-19,4,activated,False,1440,1
445,2020-05-23,2020-06-02,6,activated,False,4926,27
446,2020-05-06,2020-05-15,3,activated,False,2589,97
447,2020-11-09,2020-11-18,1,activated,False,3800,31
448,2020-07-21,2020-08-01,1,activated,False,3166,62
449,2020-11-14,2020-11-17,6,activated,False,1721,27
450,2020-08-31,2020-09-18,6,activated,False,2455,38
451,2020-03-09,2020-04-03,9,activated,False,3122,82
452,2020-12-24,2021-01-22,7,activated,False,3494,64
453,2020-05-29,2020-06-04,7,activated,False,2251,62
454,2020-02-15,2020-03-06,7,activated,False,634,56
455,2020-07-26,2020-08-22,7,activated,False,2107,58
456,2020-05-25,2020-06-07,2,activated,False,1075,37
457,2020-06-26,2020-07-15,5,completed,False,148,31
458,2020-06-16,2020-07-07,6,activated,False,944,61
459,2020-11-16,2020-12-07,10,activated,False,2994,73
460,2020-07-21,2020-08-18,5,activated,False,3193,65
461,2020-04-28,2020-05-24,5,activated,False,3744,21
462,2020-03-04,2020-03-12,7,activated,False,3967,71
463,2020-03-19,2020-04-07,7,activated,False,3820,55
464,2020-10-24,2020-11-17,7,activated,False,4329,28
465,2020-12-15,2020-12-16,1,activated,False,1241,10
466,2020-05-19,2020-05-20,4,activated,False,3627,90
467,2020-09-30,2020-10-13,8,activated,False,4826,8
468,2020-09-25,2020-10-01,3,activated,False,4357,81
469,2020-03-23,2020-04-20,6,activated,False,1938,90
470,2020-09-03,2020-09-23,8,activated,False,4788,52
471,2020-10-19,2020-10-25,6,activated,False,3992,19
472,2020-04-05,2020-04-21,2,activated,False,4145,44
473,2020-04-27,2020-04-29,1,activated,False,4239,101
474,2020-09-17,2020-10-07,6,draft,False,3636,38
475,2020-06-20,2020-06-21,4,activated,False,3216,6
476,2020-04-17,2020-05-09,4,activated,False,2493,86
477,2020-12-11,2020-12-13,5,activated,False,748,52
478,2020-05-19,2020-05-31,2,activated,False,3735,78
479,2020-10-09,2020-10-24,5,activated,False,2447,32
480,2020-06-07,2020-06-14,4,activated,False,2453,91
481,2020-08-03,2020-08-29,5,activated,False,1719,75
482,2020-06-14,2020-06-24,2,cancelled,False,3456,21
483,2020-04-20,2020-05-06,6,activated,False,4529,55
484,2020-08-03,2020-08-16,1,activated,False,2842,72
485,2020-10-01,2020-10-08,4,cancelled,False,2167,12
486,2020-12-22,2021-01-07,2,activated,False,906,83
487,2020-02-01,2020-02-19,8,activated,False,1534,6
488,2020-07-04,2020-07-16,2,activated,False,3722,82
489,2020-01-18,2020-02-12,10,completed,False,583,34
490,2020-01-14,2020-02-03,9,activated,False,665,101
491,2020-01-22,2020-02-15,3,activated,False,2248,59
492,2020-07-25,2020-07-30,4,activated,False,2610,63
493,2020-01-06,2020-01-26,3,activated,False,3748,37
494,2020-06-24,2020-07-22,7,completed,False,1502,2
495,2020-10-11,2020-10-19,8,activated,False,4105,67
496,2020-10-12,2020-11-10,5,activated,False,3186,76
497,2020-03-05,2020-04-01,3,activated,False,2433,80
498,2020-02-08,2020-02-29,5,activated,False,3297,79
499,2020-11-21,2020-12-12,10,completed,False,1834,78
